,activeCreatureCount,configuration.MiscConfig.PlantCountPerOrb,configuration.MiscConfig.ProbabilityRepeatChance,configuration.MiscConfig.ProbabilityRepeatReduction,configuration.MiscConfig.SiteName,configuration.MiscConfig.TicksPerSecond,configuration.PlantConfig.PlantNormalTicks,configuration.PlantConfig.PlantTickVariation,configuration.PlantConfig.PlantVibrantTicks,configuration.PlantConfig.PlantWiltedTicks,configuration.PlantConfig.RainbowNormalTicks,configuration.PlantConfig.RainbowTickVariation,configuration.PlantConfig.RainbowVibrantTicks,configuration.PlantConfig.RainbowWiltedTicks,configuration.Player1Config.CardsPerHand,configuration.Player1Config.Creature1.CreatureType,configuration.Player1Config.Creature1.LockThreshold,configuration.Player1Config.Creature1.RandomBottom,configuration.Player1Config.Creature1.RandomCorners,configuration.Player1Config.Creature1.RandomLeft,configuration.Player1Config.Creature1.RandomPlus,configuration.Player1Config.Creature1.RandomRight,configuration.Player1Config.Creature1.RandomTop,configuration.Player1Config.Creature1.SpecificBottom,configuration.Player1Config.Creature1.SpecificBottomLeft,configuration.Player1Config.Creature1.SpecificBottomRight,configuration.Player1Config.Creature1.SpecificLeft,configuration.Player1Config.Creature1.SpecificRight,configuration.Player1Config.Creature1.SpecificTop,configuration.Player1Config.Creature1.SpecificTopLeft,configuration.Player1Config.Creature1.SpecificTopRight,configuration.Player1Config.Creature1.UnlockThreshold,configuration.Player1Config.Creature2.CreatureType,configuration.Player1Config.Creature2.LockThreshold,configuration.Player1Config.Creature2.RandomBottom,configuration.Player1Config.Creature2.RandomCorners,configuration.Player1Config.Creature2.RandomLeft,configuration.Player1Config.Creature2.RandomPlus,configuration.Player1Config.Creature2.RandomRight,configuration.Player1Config.Creature2.RandomTop,configuration.Player1Config.Creature2.SpecificBottom,configuration.Player1Config.Creature2.SpecificBottomLeft,configuration.Player1Config.Creature2.SpecificBottomRight,configuration.Player1Config.Creature2.SpecificLeft,configuration.Player1Config.Creature2.SpecificRight,configuration.Player1Config.Creature2.SpecificTop,configuration.Player1Config.Creature2.SpecificTopLeft,configuration.Player1Config.Creature2.SpecificTopRight,configuration.Player1Config.Creature2.UnlockThreshold,configuration.Player1Config.Creature3.CreatureType,configuration.Player1Config.Creature3.LockThreshold,configuration.Player1Config.Creature3.RandomBottom,configuration.Player1Config.Creature3.RandomCorners,configuration.Player1Config.Creature3.RandomLeft,configuration.Player1Config.Creature3.RandomPlus,configuration.Player1Config.Creature3.RandomRight,configuration.Player1Config.Creature3.RandomTop,configuration.Player1Config.Creature3.SpecificBottom,configuration.Player1Config.Creature3.SpecificBottomLeft,configuration.Player1Config.Creature3.SpecificBottomRight,configuration.Player1Config.Creature3.SpecificLeft,configuration.Player1Config.Creature3.SpecificRight,configuration.Player1Config.Creature3.SpecificTop,configuration.Player1Config.Creature3.SpecificTopLeft,configuration.Player1Config.Creature3.SpecificTopRight,configuration.Player1Config.Creature3.UnlockThreshold,configuration.Player1Config.UsefulCardsPerHand,configuration.Player1Config.UsesLeafyActions,configuration.Player1Config.UsesMushroomActions,configuration.Player1Config.UsesWaterActions,configuration.Player1Config.UsesWoodyActions,configuration.Player2Config.CardsPerHand,configuration.Player2Config.Creature1.CreatureType,configuration.Player2Config.Creature1.LockThreshold,configuration.Player2Config.Creature1.RandomBottom,configuration.Player2Config.Creature1.RandomCorners,configuration.Player2Config.Creature1.RandomLeft,configuration.Player2Config.Creature1.RandomPlus,configuration.Player2Config.Creature1.RandomRight,configuration.Player2Config.Creature1.RandomTop,configuration.Player2Config.Creature1.SpecificBottom,configuration.Player2Config.Creature1.SpecificBottomLeft,configuration.Player2Config.Creature1.SpecificBottomRight,configuration.Player2Config.Creature1.SpecificLeft,configuration.Player2Config.Creature1.SpecificRight,configuration.Player2Config.Creature1.SpecificTop,configuration.Player2Config.Creature1.SpecificTopLeft,configuration.Player2Config.Creature1.SpecificTopRight,configuration.Player2Config.Creature1.UnlockThreshold,configuration.Player2Config.Creature2.CreatureType,configuration.Player2Config.Creature2.LockThreshold,configuration.Player2Config.Creature2.RandomBottom,configuration.Player2Config.Creature2.RandomCorners,configuration.Player2Config.Creature2.RandomLeft,configuration.Player2Config.Creature2.RandomPlus,configuration.Player2Config.Creature2.RandomRight,configuration.Player2Config.Creature2.RandomTop,configuration.Player2Config.Creature2.SpecificBottom,configuration.Player2Config.Creature2.SpecificBottomLeft,configuration.Player2Config.Creature2.SpecificBottomRight,configuration.Player2Config.Creature2.SpecificLeft,configuration.Player2Config.Creature2.SpecificRight,configuration.Player2Config.Creature2.SpecificTop,configuration.Player2Config.Creature2.SpecificTopLeft,configuration.Player2Config.Creature2.SpecificTopRight,configuration.Player2Config.Creature2.UnlockThreshold,configuration.Player2Config.Creature3.CreatureType,configuration.Player2Config.Creature3.LockThreshold,configuration.Player2Config.Creature3.RandomBottom,configuration.Player2Config.Creature3.RandomCorners,configuration.Player2Config.Creature3.RandomLeft,configuration.Player2Config.Creature3.RandomPlus,configuration.Player2Config.Creature3.RandomRight,configuration.Player2Config.Creature3.RandomTop,configuration.Player2Config.Creature3.SpecificBottom,configuration.Player2Config.Creature3.SpecificBottomLeft,configuration.Player2Config.Creature3.SpecificBottomRight,configuration.Player2Config.Creature3.SpecificLeft,configuration.Player2Config.Creature3.SpecificRight,configuration.Player2Config.Creature3.SpecificTop,configuration.Player2Config.Creature3.SpecificTopLeft,configuration.Player2Config.Creature3.SpecificTopRight,configuration.Player2Config.Creature3.UnlockThreshold,configuration.Player2Config.UsefulCardsPerHand,configuration.Player2Config.UsesLeafyActions,configuration.Player2Config.UsesMushroomActions,configuration.Player2Config.UsesWaterActions,configuration.Player2Config.UsesWoodyActions,configuration.TreasureConfig.AllowDiagonalPlants,configuration.TreasureConfig.AllowRainbowPlants,configuration.TreasureConfig.DespawnWarningThreshold,configuration.TreasureConfig.MaxChestCount,configuration.TreasureConfig.SpawnTimeInTicks,configuration.TreasureConfig.SpawnVariationTicks,configuration.TreasureConfig.TreasureLifeTicks,configuration.TreasureConfig.TreasureLifeVariation,eventKey,eventType,eventUniqueId,flags,gameVersion,gardenPercentageFilled,leafyCount,logVersion,mushroomCount,orbLeafyCount,orbMushroomCount,orbWoodyCount,placedFlagCount,plants,player1Creature1,player1Creature1.cardsExecuted,player1Creature1.creatureType,player1Creature1.currentCard,player1Creature1.currentStateIndex,player1Creature1.emptiesWatered,player1Creature1.flagId,player1Creature1.loopCount,player1Creature1.machineType,player1Creature1.plantsPlanted,player1Creature1.plantsWatered,player1Creature1.starsEarned,player1Creature1.status,player1Creature1.trayCards,player1Creature1.usedCards,player1Creature2,player1Creature2.cardsExecuted,player1Creature2.creatureType,player1Creature2.currentCard,player1Creature2.currentStateIndex,player1Creature2.emptiesWatered,player1Creature2.flagId,player1Creature2.loopCount,player1Creature2.machineType,player1Creature2.plantsPlanted,player1Creature2.plantsWatered,player1Creature2.starsEarned,player1Creature2.status,player1Creature2.trayCards,player1Creature2.usedCards,player1Creature3,player1Creature3.cardsExecuted,player1Creature3.creatureType,player1Creature3.currentCard,player1Creature3.currentStateIndex,player1Creature3.emptiesWatered,player1Creature3.flagId,player1Creature3.loopCount,player1Creature3.machineType,player1Creature3.plantsPlanted,player1Creature3.plantsWatered,player1Creature3.starsEarned,player1Creature3.status,player1Creature3.trayCards,player1Creature3.usedCards,player1CurrentScreen,player1SelectedCreature,player2Creature1,player2Creature1.cardsExecuted,player2Creature1.creatureType,player2Creature1.currentCard,player2Creature1.currentStateIndex,player2Creature1.emptiesWatered,player2Creature1.flagId,player2Creature1.loopCount,player2Creature1.machineType,player2Creature1.plantsPlanted,player2Creature1.plantsWatered,player2Creature1.starsEarned,player2Creature1.status,player2Creature1.trayCards,player2Creature1.usedCards,player2Creature2,player2Creature2.cardsExecuted,player2Creature2.creatureType,player2Creature2.currentCard,player2Creature2.currentStateIndex,player2Creature2.emptiesWatered,player2Creature2.flagId,player2Creature2.loopCount,player2Creature2.machineType,player2Creature2.plantsPlanted,player2Creature2.plantsWatered,player2Creature2.starsEarned,player2Creature2.status,player2Creature2.trayCards,player2Creature2.usedCards,player2Creature3,player2Creature3.cardsExecuted,player2Creature3.creatureType,player2Creature3.currentCard,player2Creature3.currentStateIndex,player2Creature3.emptiesWatered,player2Creature3.flagId,player2Creature3.loopCount,player2Creature3.machineType,player2Creature3.plantsPlanted,player2Creature3.plantsWatered,player2Creature3.starsEarned,player2Creature3.status,player2Creature3.trayCards,player2Creature3.usedCards,player2CurrentScreen,player2SelectedCreature,rainbow1x1Count,rainbow1x3Count,rainbow3x1Count,rainbow3x3Count,seedPacketCount,sessionGuid,siteName,timeEpoch,timeUTC,totalPlantCount,treasure,treasureCount,woodyCount,date
29791,,5.0,0.6666,0.3333,NYSCI,10.0,1500.0,100.0,1500.0,1500.0,2100.0,300.0,2100.0,2100.0,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,True,True,300.0,0.0,100.0,50.0,864000.0,100.0,GameStart,GameConfiguration,10932aa1-f8c6-4cb2-8168-bcd6c93a248f,,1.1,,,1.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f473768-f92c-45ff-a86a-02b4b98f007d,NYSCI,1579197332,2020-01-16T17:55:32,,,,,2020-01-16
29793,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,3d7e2f13-1ce3-4998-a28e-950df90cfddf,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,8f473768-f92c-45ff-a86a-02b4b98f007d,NYSCI,1579197332,2020-01-16T17:55:32,0.0,null,0.0,0.0,2020-01-16
29795,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,c06f0796-1200-49f3-9b94-112f961c64da,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,,-1.0,Hedgehog,Empty,-1.0,-1.0,,-1.0,Sequential,-1.0,-1.0,-1.0,Unlocked,null,null,,-1.0,Salamander,Empty,-1.0,-1.0,,-1.0,Probability,-1.0,-1.0,-1.0,Locked,null,null,,-1.0,Bird,Empty,-1.0,-1.0,,-1.0,Conditional,-1.0,-1.0,-1.0,Locked,null,null,None,-1.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,8f473768-f92c-45ff-a86a-02b4b98f007d,NYSCI,1579197332,2020-01-16T17:55:32,0.0,null,0.0,0.0,2020-01-16
29826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TreasureSpawned,GameEvent,0c9d7a05-e0e0-4a57-94a7-d83ba78ec4eb,null,1.1,0.005,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,,-1.0,Hedgehog,Empty,-1.0,-1.0,,-1.0,Sequential,-1.0,-1.0,-1.0,Unlocked,null,null,,-1.0,Salamander,Empty,-1.0,-1.0,,-1.0,Probability,-1.0,-1.0,-1.0,Locked,null,null,,-1.0,Bird,Empty,-1.0,-1.0,,-1.0,Conditional,-1.0,-1.0,-1.0,Locked,null,null,HubScreen,-1.0,,-1.0,Hedgehog,Empty,-1.0,-1.0,,-1.0,Sequential,-1.0,-1.0,-1.0,Unlocked,null,null,,-1.0,Salamander,Empty,-1.0,-1.0,,-1.0,Probability,-1.0,-1.0,-1.0,Locked,null,null,,-1.0,Bird,Empty,-1.0,-1.0,,-1.0,Conditional,-1.0,-1.0,-1.0,Locked,null,null,HubScreen,-1.0,0.0,0.0,0.0,0.0,0.0,8f473768-f92c-45ff-a86a-02b4b98f007d,NYSCI,1579197344,2020-01-16T17:55:44,0.0,"[{'correctNeighbors': 0, 'id': 'TreasureChest_10000', 'incorrectNeighbors': 0, 'isOpening': False, 'isWarning': False, 'lockCount': 1, 'openedCooperatively': 'Unknown', 'plantType': 'Mushroom', 'x': -6, 'y': 1}]",1.0,0.0,2020-01-16
29987,,5.0,0.6666,0.3333,NYSCI,10.0,1500.0,100.0,1500.0,1500.0,2100.0,300.0,2100.0,2100.0,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,True,True,300.0,0.0,100.0,50.0,864000.0,100.0,GameStart,GameConfiguration,f028b6cf-4125-49d0-b5cb-dd1a212e4669,,1.1,,,1.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c74be521-0810-493f-83a0-7b22b8bce35e,NYSCI,1579197424,2020-01-16T17:57:04,,,,,2020-01-16
29988,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,bff8b5ca-4f0a-4cd5-980c-dbf8d486575e,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,c74be521-0810-493f-83a0-7b22b8bce35e,NYSCI,1579197424,2020-01-16T17:57:04,0.0,null,0.0,0.0,2020-01-16
29989,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,f1fed09d-e2f3-444b-ae1a-5ccd718fa64c,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,,-1.0,Hedgehog,Empty,-1.0,-1.0,,-1.0,Sequential,-1.0,-1.0,-1.0,Unlocked,null,null,,-1.0,Salamander,Empty,-1.0,-1.0,,-1.0,Probability,-1.0,-1.0,-1.0,Locked,null,null,,-1.0,Bird,Empty,-1.0,-1.0,,-1.0,Conditional,-1.0,-1.0,-1.0,Locked,null,null,None,-1.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,c74be521-0810-493f-83a0-7b22b8bce35e,NYSCI,1579197424,2020-01-16T17:57:04,0.0,null,0.0,0.0,2020-01-16
30290,,5.0,0.6666,0.3333,NYSCI,10.0,1500.0,100.0,1500.0,1500.0,2100.0,300.0,2100.0,2100.0,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,6.0,Sequential,0.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,Probability,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6.0,Conditional,12.0,False,True,False,True,False,False,True,True,True,True,True,True,True,True,12.0,6.0,True,True,True,True,True,True,300.0,0.0,100.0,50.0,864000.0,100.0,GameStart,GameConfiguration,7382a493-cee0-466e-b792-7f49d22850ff,,1.1,,,1.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c562e9d-f69c-4d53-998b-5982666a8732,NYSCI,1579197574,2020-01-16T17:59:34,,,,,2020-01-16
30292,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,b50fe963-c056-4949-9be8-67725508dd74,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,6c562e9d-f69c-4d53-998b-5982666a8732,NYSCI,1579197574,2020-01-16T17:59:34,0.0,null,0.0,0.0,2020-01-16
30293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CreatureUnlocked,GameEvent,07879480-e114-45a0-a1cf-a0c87e1bea45,null,1.1,0.0,0.0,1.1.0,0.0,0.0,0.0,0.0,0.0,null,,-1.0,Hedgehog,Empty,-1.0,-1.0,,-1.0,Sequential,-1.0,-1.0,-1.0,Unlocked,null,null,,-1.0,Salamander,Empty,-1.0,-1.0,,-1.0,Probability,-1.0,-1.0,-1.0,Locked,null,null,,-1.0,Bird,Empty,-1.0,-1.0,,-1.0,Conditional,-1.0,-1.0,-1.0,Locked,null,null,None,-1.0,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,,,,,,,,,,,,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,6c562e9d-f69c-4d53-998b-5982666a8732,NYSCI,1579197574,2020-01-16T17:59:34,0.0,null,0.0,0.0,2020-01-16
